SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,YearsOld
2885,5,3,Rural,1983,416102.8841,39
1851,4,2,Suburb,1957,179527.5823,65
1509,4,3,Suburb,1976,149176.4836,46
2425,3,2,Urban,2010,240200.8689,12
2859,3,1,Suburb,1953,340301.6554,69
2199,3,1,Suburb,1992,194070.8795,30
2763,4,1,Urban,1962,297841.0346,60
1965,4,1,Urban,2011,300411.4147,11
2858,2,2,Suburb,1972,240956.6277,50
1913,3,3,Rural,2017,248930.577,5
2390,2,1,Suburb,1966,306619.6889,56
2511,5,1,Rural,1976,321154.1654,46
1017,3,1,Suburb,1967,169725.2509,55
1055,4,1,Rural,1965,93171.00525,57
1918,3,3,Urban,1972,264066.1169,50
2058,3,2,Suburb,2008,184519.7939,14
1901,4,1,Urban,1957,211933.0282,65
1629,4,1,Rural,1996,120388.5956,26
1793,5,3,Urban,1992,220692.1867,30
2789,3,3,Urban,1981,307207.6867,41
2748,3,3,Rural,1982,372206.0745,40
2596,3,2,Rural,1973,227717.1841,49
2623,3,1,Suburb,1963,266111.6797,59
2806,5,3,Rural,1964,271093.5912,58
1346,3,2,Rural,1983,128141.1025,39
2055,5,2,Rural,1967,159197.5216,55
1907,5,3,Rural,1964,164925.0663,58
2023,4,1,Urban,1967,260786.3188,55
2156,3,3,Urban,1955,170601.0619,67
1575,4,3,Rural,1977,83116.37071,45
1198,5,3,Urban,1983,194545.673,39
2279,2,2,Suburb,1969,201487.7184,53
2365,2,2,Urban,1977,316615.5824,45
2690,3,2,Rural,1980,284202.747,42
2998,2,2,Rural,1957,316690.0171,65
2254,4,3,Urban,1996,181525.6251,26
1300,2,1,Suburb,1954,112745.3822,68
2016,2,2,Suburb,1990,196842.7864,32
2570,5,3,Rural,1990,336262.814,32
1025,4,2,Suburb,1971,141576.4552,51
2558,3,1,Rural,2019,282511.503,3
2676,4,3,Rural,1973,266278.3123,49
2497,4,1,Suburb,2013,269876.786,9
2410,3,3,Rural,1969,323777.5243,53
2308,4,2,Urban,2018,283217.065,4
1449,5,2,Urban,1982,175553.5379,40
1319,3,2,Urban,1984,125988.5383,38
1155,5,2,Urban,1972,192559.2154,50
1470,4,1,Urban,1957,180578.428,65
1419,2,3,Urban,2000,184355.4017,22
2136,3,2,Urban,1965,249966.178,57
2925,3,2,Rural,1965,355387.1478,57
1650,2,1,Rural,1993,98908.42651,29
2445,2,1,Urban,2015,262328.8393,7
1885,3,2,Suburb,2001,165945.7672,21
1929,2,1,Suburb,1995,176639.8532,27
2744,5,1,Suburb,1974,258261.9326,48
1834,4,2,Rural,2016,229001.9907,6
1875,5,2,Suburb,2000,291219.0521,22
1941,4,2,Urban,1964,288979.343,58
1993,4,2,Suburb,1953,263274.7452,69
2621,2,3,Rural,1950,362225.6908,72
2308,2,3,Suburb,2003,249741.7728,19
1571,5,3,Suburb,2004,143710.6576,18
1053,2,1,Urban,1965,111430.5695,57
1604,5,1,Suburb,1958,211076.0988,64
1324,3,1,Urban,1950,208660.3781,72
1969,5,3,Rural,1990,295871.0947,32
2481,4,1,Suburb,1993,183792.5611,29
1884,3,3,Rural,1997,109617.7084,25
1264,5,3,Rural,1986,147559.6819,36
1381,5,3,Rural,1963,220030.1768,59
2236,3,3,Urban,1977,227422.5703,45
1332,3,1,Suburb,1966,126823.9238,56
2033,4,2,Rural,1982,200380.4607,40
2381,4,1,Rural,1993,239786.6627,29
1202,4,1,Suburb,2014,163164.576,8
2731,2,2,Rural,2018,190777.9293,4
1057,4,3,Urban,1994,185458.17,28
2517,2,1,Rural,1986,301331.4561,36
2533,5,3,Suburb,1956,213500.4519,66
2791,5,3,Suburb,2017,326709.138,5
2246,5,3,Suburb,1973,277103.0229,49
2392,2,1,Rural,1981,201415.2824,41
2715,5,2,Suburb,2011,276444.8701,11
2441,5,1,Rural,1978,247967.8446,44
2897,2,2,Urban,1990,207782.5906,32
1546,4,2,Rural,2007,146324.6016,15
1870,4,2,Urban,2021,261406.363,1
1102,4,1,Suburb,1976,84551.55841,46
2184,4,3,Urban,1994,252791.4731,28
2223,3,2,Rural,1984,264050.9815,38
2183,5,3,Urban,1994,207727.1454,28
2718,4,2,Urban,2004,352176.1323,18
1864,4,1,Suburb,1998,190024.9245,24
2159,4,1,Urban,1956,221256.6612,66
2965,4,1,Rural,2000,324344.3902,22
1397,4,3,Urban,1960,346257.7784,62
2761,3,1,Rural,1991,339011.9349,31
1391,3,1,Rural,1991,159565.1189,31
2778,2,3,Urban,1958,269146.9493,64
1105,2,2,Rural,1985,185195.9023,37
2606,4,3,Rural,1991,367799.7554,31
2612,2,2,Urban,2001,311683.015,21
2077,3,1,Suburb,1995,230891.926,27
2300,4,2,Rural,1974,308108.2975,48
1110,2,1,Suburb,1954,166241.3808,68
1223,2,1,Urban,1997,121133.2848,25
1074,3,1,Suburb,1952,160754.2026,70
1505,5,3,Suburb,1954,153777.6433,68
2037,4,3,Suburb,2005,248592.7263,17
2994,2,3,Rural,1987,236233.7833,35
1769,3,3,Suburb,1992,248320.8109,30
1481,4,3,Rural,2011,129669.3033,11
2212,3,1,Rural,1960,280629.8173,62
1363,4,1,Rural,1953,134769.5438,69
1238,5,1,Rural,2009,107354.8513,13
2424,5,1,Urban,2012,213002.229,10
1845,4,2,Suburb,1993,212187.7995,29
1984,4,3,Rural,1953,265768.9596,69
2327,3,2,Rural,1959,183938.4231,63
2114,4,2,Rural,1978,207924.5554,44
1391,2,2,Suburb,2012,184293.1017,10
2207,4,3,Urban,1999,229503.0358,23
2040,4,1,Suburb,1962,344704.4822,60
1964,5,1,Rural,1965,164693.7417,57
1011,5,2,Suburb,1994,145769.9908,28
2189,3,1,Suburb,2008,282839.3038,14
1145,4,3,Suburb,1962,93503.22309,60
2305,2,1,Urban,2003,321368.0264,19
2572,2,1,Rural,1990,327008.2336,32
2605,4,3,Urban,2003,263754.9027,19
1168,3,2,Urban,1979,181628.537,43
1846,2,2,Suburb,1970,179270.3901,52
1169,3,3,Rural,1992,70022.50369,30
1764,4,2,Rural,1993,238826.8335,29
2369,3,2,Rural,1983,264146.5831,39
1498,4,2,Rural,2013,170454.7695,9
2483,5,2,Urban,2006,282314.7717,16
2320,4,3,Rural,1957,269830.4331,65
2966,3,2,Rural,1995,274938.5593,27
2165,2,2,Urban,1965,191389.3531,57
1896,4,3,Rural,1983,217495.7936,39
2808,4,1,Rural,1993,326366.0275,29
2760,4,3,Suburb,1996,331906.7239,26
2718,5,2,Rural,1973,334006.5289,49
2756,5,3,Suburb,1987,371502.0842,35
2076,5,3,Urban,1963,186055.627,59
1117,2,3,Suburb,1961,165597.9872,61
1364,2,3,Urban,1959,190542.1591,63
2694,4,1,Rural,1970,295570.9568,52
2981,2,3,Suburb,1959,349667.5534,63
1135,3,2,Suburb,2006,106934.8882,16
2437,3,1,Suburb,1967,234793.248,55
2100,5,3,Urban,1952,299946.5694,70
2871,3,2,Suburb,2016,330793.1013,6
2985,3,2,Rural,2021,349263.9251,1
1556,4,2,Rural,2002,158833.5841,20
1017,5,2,Suburb,1967,116933.6821,55
2890,5,1,Rural,2011,290209.758,11
2964,5,2,Urban,1957,317389.951,65
1402,3,2,Suburb,1968,206609.4962,54
1204,2,2,Suburb,1966,96954.71472,56
1498,4,2,Rural,1991,150433.7029,31
1323,2,1,Urban,2015,152269.8252,7
1594,5,3,Suburb,2011,246737.5039,11
1561,5,3,Suburb,1961,204077.181,61
2304,3,3,Rural,1965,170649.3208,57
2189,4,1,Urban,1980,352424.5191,42
2266,4,3,Urban,1965,305807.8779,57
2912,4,2,Rural,1985,335546.3299,37
1478,3,1,Rural,1981,126991.354,41
1163,2,3,Urban,1963,177524.0385,59
1323,4,3,Urban,2008,204782.7067,14
2591,2,3,Urban,2008,302614.9052,14
1550,3,1,Suburb,1979,119190.2831,43
1830,3,1,Rural,1953,127036.4837,69
1639,2,2,Urban,2017,205692.6884,5
2926,4,1,Urban,1971,348875.7299,51
1633,2,1,Urban,1992,224945.9628,30
1758,4,2,Rural,2006,184931.276,16
2721,5,3,Suburb,1981,206580.893,41
1207,5,3,Suburb,2011,127253.092,11
1314,4,1,Rural,2009,160153.4984,13
1303,2,2,Suburb,1957,13848.4939,65
1900,4,3,Urban,2002,266440.6292,20
1238,4,2,Urban,1992,209626.4027,30
2750,4,2,Urban,1959,208738.0784,63
1803,5,1,Suburb,2013,162962.62,9
2247,3,3,Suburb,2010,214441.6381,12
2111,5,2,Rural,1983,212801.1516,39
2560,4,3,Rural,1973,317767.5439,49
2452,2,3,Urban,1955,238650.3098,67
2243,3,3,Rural,1961,222055.7617,61
1274,4,3,Rural,1969,141223.3643,53
2670,3,2,Suburb,1994,412058.9857,28
1953,2,3,Urban,1962,335824.3169,60
2768,3,2,Rural,1961,360405.1929,61
2089,3,1,Rural,1960,220411.6303,62
2615,4,1,Suburb,2020,233002.5558,2
2446,2,2,Urban,1979,212621.7558,43
1254,2,1,Suburb,1970,162746.3179,52
1124,5,1,Suburb,1979,89713.60875,43
2169,3,3,Urban,2019,188051.2623,3
1614,4,2,Rural,1956,181421.2635,66
1384,3,2,Suburb,1993,162157.766,29
1446,3,3,Urban,2003,198977.9736,19
1386,3,1,Suburb,1951,207481.2591,71
1382,4,3,Rural,1976,211832.9511,46
2300,3,2,Rural,1967,192183.2217,55
2405,4,3,Suburb,1982,232094.6849,40
1123,2,2,Rural,2016,206281.9717,6
2949,3,2,Suburb,1969,327295.0016,53
2290,5,1,Suburb,1962,325264.7287,60
2813,2,2,Urban,1990,287289.0287,32
2134,5,1,Urban,1989,222374.3554,33
2404,3,3,Suburb,1966,138472.4645,56
2848,2,1,Suburb,1961,366633.0782,61
2624,4,3,Suburb,1957,302207.2166,65
2922,3,3,Suburb,1961,320680.5062,61
2181,3,3,Suburb,1985,163283.4757,37
1727,4,2,Urban,1958,231536.857,64
1895,5,1,Suburb,1965,223859.7138,57
2836,2,3,Urban,1963,301291.9665,59
2571,2,3,Rural,1983,256751.5612,39
2622,4,1,Suburb,2001,148230.6298,21
2141,2,3,Urban,1994,217022.7078,28
1327,4,2,Urban,1996,106971.9838,26
2983,5,1,Rural,1968,364131.8687,54
1693,5,3,Rural,2014,194106.2939,8
2091,2,1,Rural,1988,185666.9361,34
2457,4,2,Suburb,1959,313764.8195,63
1358,4,2,Suburb,1950,108289.0699,72
2002,4,3,Suburb,2010,279014.5915,12
2694,4,1,Rural,2021,338222.0158,1
1796,2,2,Urban,1978,163170.2385,44
1442,3,1,Urban,1977,178205.3142,45
1163,2,1,Rural,1991,64589.17661,31
1972,4,3,Suburb,1979,287432.3021,43
1360,3,2,Urban,1981,215269.7786,41
1584,3,3,Urban,1999,183804.7787,23
2142,2,1,Urban,2006,216688.3052,16
1852,4,3,Urban,1954,254167.3756,68
2010,4,3,Suburb,1998,132258.1382,24
2218,4,2,Suburb,1981,235874.9343,41
2624,4,1,Suburb,2001,274331.9842,21
2880,4,3,Urban,1983,288980.8369,39
2611,3,1,Suburb,1956,339536.6738,66
2756,2,3,Urban,2000,294608.6732,22
2674,2,2,Suburb,2000,262719.1937,22
2023,5,3,Urban,1996,110138.1064,26
2907,2,2,Rural,1984,326570.9056,38
2930,3,3,Suburb,1985,300280.9735,37
1240,5,3,Rural,1961,150285.1028,61
2532,3,2,Suburb,1954,297422.2359,68
1665,2,3,Rural,2020,123399.2922,2
1564,3,3,Rural,1994,169730.9711,28
2165,3,2,Rural,2012,221122.9377,10
1831,2,3,Suburb,2015,218641.0749,7
1975,3,1,Urban,1970,173545.1223,52
2929,5,3,Urban,1986,304721.4659,36
1030,5,2,Urban,1975,198528.3837,47
1222,4,3,Suburb,1983,105751.1494,39
2827,5,1,Urban,2018,367506.7755,4
1265,5,1,Suburb,1998,209008.7858,24
2305,2,3,Urban,2007,422083.7277,15
1787,5,3,Rural,1950,247695.2317,72
1380,2,2,Rural,1992,165967.2274,30
1555,5,3,Rural,1974,246420.3236,48
1061,2,2,Suburb,1983,102816.0465,39
1712,2,1,Rural,1986,200495.1378,36
1846,3,1,Rural,1993,162488.586,29
1520,5,1,Urban,2011,285298.3305,11
2094,2,1,Suburb,1989,169936.4337,33
1601,5,3,Urban,1957,225215.024,65
2559,4,3,Rural,1972,298695.2152,50
1139,3,2,Rural,1990,84155.68355,32
2339,3,2,Urban,1982,209737.6022,40
2363,2,1,Suburb,1952,193843.3376,70
2911,5,2,Suburb,1961,284316.0282,61
1589,3,3,Urban,1958,185300.324,64
2749,3,2,Urban,2004,314707.1457,18
1527,3,1,Suburb,1962,183070.6267,60
1540,2,2,Rural,1964,182585.6034,58
2439,4,3,Rural,1991,323072.9676,31
2490,2,2,Suburb,1991,273711.1582,31
1374,4,1,Urban,1974,199916.5535,48
1290,3,3,Rural,1989,182554.8465,33
1042,4,2,Suburb,2002,159784.2455,20
2887,2,1,Rural,2011,336308.6449,11
2910,2,2,Urban,1971,319177.0752,51
2076,5,2,Rural,2012,173671.981,10
2811,5,3,Suburb,2002,359127.8997,20
2906,2,3,Urban,1952,391709.9161,70
2255,5,3,Suburb,1960,205077.563,62
2235,3,1,Suburb,2013,285648.3201,9
1007,4,2,Rural,2015,128152.5405,7
2657,2,1,Suburb,1987,298321.7932,35
1482,2,3,Suburb,1960,225121.4347,62
1041,5,1,Rural,1981,177907.7326,41
1332,2,1,Rural,2003,112940.5321,19
2256,5,3,Rural,1958,219455.3829,64
2093,3,2,Urban,1982,202304.6221,40
2902,2,1,Rural,1982,280939.8869,40
2039,3,2,Rural,2013,228433.295,9
1068,3,3,Urban,1952,120246.0034,70
1052,2,2,Urban,1980,100260.1562,42
1684,5,2,Rural,2012,167614.2345,10
2970,5,2,Rural,2000,334990.7784,22
1993,3,2,Rural,2000,174428.239,22
2797,5,1,Suburb,1954,344184.977,68
2402,5,1,Rural,1994,274850.9385,28
2824,3,3,Rural,1952,222719.8857,70
2486,2,3,Rural,2013,289144.0278,9
1526,2,3,Urban,1982,207083.9599,40
2805,4,1,Suburb,1993,364583.7917,29
2702,2,1,Rural,2009,243351.2787,13
1062,5,1,Rural,2000,85068.39788,22
1260,4,2,Rural,1980,182032.1994,42
2523,4,1,Urban,1968,258776.0725,54
2144,4,1,Rural,1982,256668.7346,40
1857,2,1,Rural,2014,238300.597,8
2263,4,3,Urban,1983,253646.8057,39
2488,4,3,Urban,1992,287015.9562,30
2130,4,3,Urban,2016,193078.9838,6
1179,2,1,Urban,1978,151556.4085,44
2039,2,1,Urban,2007,240453.4918,15
1354,2,3,Urban,1979,132933.7888,43
1933,2,2,Urban,1951,219475.1094,71
2332,3,3,Urban,1954,278053.5057,68
1726,2,2,Urban,1985,220271.8764,37
1588,5,2,Rural,1998,139367.9345,24
2760,4,1,Suburb,2016,251452.7115,6
1604,2,1,Rural,1975,122720.2086,47
1180,5,1,Urban,1954,122176.4958,68
1173,5,2,Rural,1988,-847.8950726,34
1353,5,2,Urban,1980,212333.2743,42
1353,3,3,Suburb,1979,192881.6115,43
2242,3,3,Suburb,1956,186211.1561,66
2678,3,3,Urban,1970,276991.5017,52
2338,5,3,Urban,1954,299119.4187,68
1433,2,2,Rural,1972,193540.5679,50
1904,5,1,Rural,1980,214377.648,42
1281,3,1,Urban,2000,224668.0911,22
1258,3,1,Suburb,1974,188082.7749,48
1867,3,2,Rural,1956,241963.9648,66
1558,2,1,Rural,2021,234466.0976,1
1004,5,3,Suburb,1980,106002.1871,42
2597,3,3,Suburb,1951,230961.2183,71
1595,5,1,Rural,2015,159876.5872,7
2668,5,1,Urban,1980,250358.2162,42
1393,3,3,Suburb,1964,170939.4625,58
1335,4,1,Rural,2019,125959.7602,3
1062,4,1,Urban,2017,142437.9718,5
2816,4,1,Urban,1972,328943.6654,50
1043,3,2,Urban,1973,98729.80398,49
1152,5,1,Rural,1995,148401.8419,27
2949,4,3,Rural,1981,286445.3462,41
2805,2,2,Suburb,1977,319863.8589,45
1853,4,3,Suburb,1974,134064.9744,48
2706,2,3,Urban,2002,308566.1784,20
2179,4,1,Urban,1963,227790.2883,59
2501,4,3,Rural,1984,242700.4628,38
1274,4,1,Rural,1991,96922.06535,31
2381,2,2,Suburb,2017,213563.7002,5
1425,2,1,Suburb,1997,259946.1877,25
2555,4,1,Rural,1953,259616.2951,69
1482,2,1,Urban,1958,158334.8317,64
1213,5,1,Urban,1987,151206.4243,35
1078,4,1,Suburb,2007,147717.2177,15
1138,5,2,Suburb,2018,137181.1523,4
1949,3,1,Urban,1962,224078.8589,60
1097,3,2,Rural,1960,187309.6419,62
2912,3,3,Urban,2020,351837.9848,2
1663,5,1,Urban,2013,326809.1007,9
1197,2,3,Urban,1988,151421.3089,34
1784,3,2,Suburb,2006,159377.17,16
1155,4,1,Urban,1996,152773.5846,26
2073,4,1,Urban,1968,182823.7918,54
1478,2,3,Urban,1962,218243.8986,60
1227,4,3,Urban,1953,151242.1604,69
2974,5,3,Rural,1982,352295.6613,40
2480,3,2,Rural,1953,202935.8354,69
1521,5,2,Suburb,2015,135127.3576,7
1148,4,1,Urban,2014,66222.31357,8
2081,5,3,Rural,1996,287869.9629,26
1161,2,2,Suburb,1963,99196.79185,59
1862,5,2,Urban,2006,211193.4784,16
2500,4,2,Urban,1983,352972.7945,39
2130,4,3,Urban,1953,225517.9661,69
2450,3,2,Urban,2001,305508.3263,21
1394,5,2,Rural,1953,156771.8323,69
1800,2,3,Rural,2005,247572.0546,17
1185,3,2,Urban,1973,122891.688,49
1557,4,3,Urban,2000,243164.0313,22
2980,5,3,Suburb,1985,392325.1929,37
1445,2,2,Rural,2015,93496.70556,7
2664,4,3,Urban,2020,329581.5355,2
2940,4,1,Suburb,1973,381210.7465,49
1829,3,3,Suburb,2006,188166.4128,16
2471,4,1,Urban,1959,234657.5259,63
1086,2,1,Rural,1979,48634.18356,43
2272,2,3,Suburb,2001,258829.6312,21
2864,3,1,Suburb,1976,293717.504,46
2463,3,1,Suburb,2018,258474.3828,4
2280,2,2,Suburb,1984,237498.0792,38
2300,3,3,Suburb,1973,279449.3584,49
2813,4,3,Urban,2014,342106.5154,8
1437,2,1,Suburb,1959,274668.8541,63
1515,3,3,Rural,2007,210560.7345,15
2600,2,3,Rural,1965,348164.8991,57
1946,4,2,Suburb,1991,221345.1331,31
2225,3,2,Suburb,1970,266668.4455,52
2598,2,3,Suburb,1975,271441.3222,47
2678,4,2,Urban,1994,268663.8953,28
1755,3,3,Suburb,2018,224496.3404,4
2827,2,2,Urban,2017,309849.9448,5
1796,4,1,Suburb,1998,118049.1637,24
2203,4,2,Urban,1978,303990.0373,44
1685,4,1,Urban,2021,117210.5188,1
1324,5,2,Suburb,2021,156070.3588,1
2948,4,3,Suburb,2011,310605.7973,11
1622,4,3,Suburb,2000,159489.5671,22
1686,3,1,Suburb,1962,145764.4595,60
2498,5,1,Urban,2007,282003.0764,15
2688,4,3,Suburb,1988,300148.6721,34
2999,3,2,Rural,1974,314038.4845,48
1399,3,1,Rural,1985,90423.2179,37
1867,2,3,Suburb,1995,179625.3966,27
1216,2,2,Urban,1962,120146.2347,60
1808,5,3,Rural,1977,183031.3226,45
1960,3,3,Urban,1981,268389.2828,41
2476,4,2,Suburb,1994,202148.9819,28
2000,4,2,Suburb,2008,204363.8773,14
2427,3,2,Suburb,1995,196591.7128,27
2988,5,2,Rural,2010,277685.5228,12
1931,4,3,Suburb,1959,217432.1273,63
1239,5,3,Urban,1969,201411.4311,53
2761,3,3,Urban,2003,373287.7436,19
2209,5,2,Urban,2005,226406.1414,17
1047,2,3,Suburb,2003,23176.97604,19
2409,5,3,Urban,2008,320732.8358,14
2231,5,2,Rural,1972,317549.9786,50
2180,4,2,Rural,2015,182520.924,7
2248,5,1,Urban,1990,277300.1095,32
2167,4,2,Rural,2006,251374.5074,16
2442,4,3,Urban,2005,227791.4839,17
2134,2,2,Rural,1979,110502.007,43
2853,4,1,Rural,1983,268449.9082,39
1874,3,1,Suburb,1970,160055.7853,52
2897,4,3,Urban,1964,244485.5108,58
2488,3,2,Urban,1979,273029.5059,43
1131,4,2,Rural,2003,59122.79344,19
1624,3,1,Rural,1999,200267.0355,23
2859,2,2,Suburb,2021,427993.1919,1
2970,5,3,Urban,1968,356757.9021,54
1600,4,3,Suburb,1979,294585.2784,43
1672,2,2,Rural,1952,253044.0219,70
1333,2,2,Rural,1997,105783.0994,25
2943,4,3,Suburb,1968,348000.0484,54
2098,4,2,Rural,2006,279289.0812,16
2816,3,1,Rural,2019,240562.9197,3
2435,4,1,Urban,2004,209790.5686,18
2542,4,2,Rural,2005,334055.8503,17
2648,3,1,Urban,1974,169982.9022,48
1035,3,3,Rural,2005,158015.1125,17
1777,4,2,Urban,1957,221000.0109,65
2648,4,1,Rural,1990,364164.4183,32
2827,4,3,Urban,1986,385883.5854,36
1222,5,2,Urban,1979,144409.398,43
2746,5,2,Urban,2018,234741.8334,4
1529,2,2,Urban,2009,193113.8314,13
1240,2,2,Suburb,1985,123718.0637,37
1133,4,1,Urban,1995,75194.18509,27
2755,3,2,Rural,1963,287717.3188,59
1390,4,2,Suburb,1966,160804.5612,56
1101,4,1,Rural,2012,75323.48183,10
2675,2,1,Rural,1997,243064.6779,25
1680,4,3,Suburb,1973,240303.2797,49
1497,4,1,Urban,1956,187070.5227,66
1510,2,2,Suburb,1979,66163.22773,43
1702,2,1,Rural,1980,281437.1915,42
1993,3,2,Suburb,1987,195088.3168,35
2560,3,1,Urban,1991,301074.7952,31
1948,3,3,Urban,1976,297770.5178,46
2568,5,3,Suburb,2005,278204.9108,17
2366,5,3,Rural,2014,310766.3364,8
1840,4,3,Urban,1979,153705.3862,43
1005,3,3,Urban,1978,2697.849758,44
1957,2,1,Rural,2007,242480.5262,15
1193,3,2,Suburb,1961,163278.3398,61
1741,4,1,Urban,1961,189841.6395,61
2160,5,3,Rural,2016,200249.9336,6
2858,5,3,Suburb,2014,285823.8381,8
1911,4,2,Rural,1981,126953.2279,41
1472,3,3,Rural,1990,105619.1893,32
1215,4,1,Rural,2002,89127.78365,20
2372,4,3,Suburb,2006,215202.7461,16
1875,5,3,Suburb,1988,205247.8062,34
2206,5,2,Rural,1976,357062.619,46
2191,5,3,Suburb,1990,239788.5774,32
2817,4,1,Rural,2015,217381.0525,7
1037,3,3,Suburb,1959,107155.3002,63
2698,4,1,Rural,1958,260200.4398,64
1470,3,3,Urban,1976,203705.0226,46
1451,3,1,Rural,1973,218097.1178,49
2978,4,3,Suburb,2020,372332.4768,2
2513,3,2,Urban,2007,291632.4901,15
2165,3,1,Urban,1959,223921.8387,63
2012,4,3,Rural,1997,245213.4088,25
2783,5,1,Urban,2015,297825.4105,7
2966,4,3,Urban,1995,313402.2034,27
1102,5,2,Rural,2011,191287.7257,11
2734,3,2,Urban,1990,295929.3561,32
2735,5,2,Rural,1963,327193.8645,59
1041,5,1,Urban,1982,76440.03026,40
1946,2,2,Suburb,1953,307693.8653,69
2170,2,1,Rural,2001,228453.5618,21
1065,5,1,Suburb,2003,148820.9885,19
1942,2,2,Suburb,1982,174469.5286,40
1192,5,1,Rural,2007,121326.8168,15
2321,2,1,Urban,1973,334136.3723,49
2061,3,1,Rural,2006,154513.1625,16
1501,4,1,Urban,2013,174209.713,9
2676,2,2,Rural,1963,287146.4938,59
2641,4,1,Rural,1961,233809.2951,61
2451,2,2,Suburb,1998,288054.4568,24
1663,5,2,Rural,1981,155869.634,41
1351,2,1,Suburb,1962,242124.3315,60
2949,2,1,Suburb,2011,327154.9314,11
1325,4,2,Suburb,2019,157114.6998,3
2061,4,2,Suburb,1986,116079.8917,36
2120,2,2,Rural,1953,141287.4438,69
1107,4,1,Suburb,1991,201356.5798,31
1630,2,1,Urban,2010,158914.5253,12
1150,5,3,Urban,1973,138938.1577,49
2097,5,1,Suburb,1996,222931.1749,26
2080,3,1,Urban,1982,218107.7827,40
1877,4,2,Urban,1994,297969.1488,28
1334,2,1,Urban,1958,114460.2847,64
2275,5,3,Suburb,2015,177625.4205,7
2942,3,2,Urban,1985,435920.0554,37
1803,3,3,Rural,1973,220496.5253,49
2848,2,1,Rural,2020,284134.2308,2
1766,3,3,Urban,1968,294298.5717,54
2277,3,1,Rural,1960,317127.4384,62
2408,2,2,Rural,1998,173096.0242,24
2479,3,3,Rural,1981,316942.742,41
1258,3,1,Suburb,1966,172760.7548,56
1781,2,2,Suburb,1954,144501.0745,68
2488,2,2,Urban,1975,142294.5532,47
1033,5,2,Rural,1968,125959.5052,54
2518,3,1,Rural,1994,243554.0638,28
1325,5,2,Suburb,1993,180813.8492,29
1836,5,1,Suburb,1967,171243.2084,55
2261,4,3,Urban,1951,239740.8343,71
1690,2,1,Urban,1965,278232.5895,57
2639,4,1,Urban,2002,272913.7901,20
2564,2,1,Urban,1950,342706.3257,72
1738,4,3,Suburb,1981,133441.302,41
2489,2,1,Suburb,1983,337237.2118,39
1743,3,3,Rural,1995,192432.7884,27
2327,3,3,Suburb,1971,166485.7232,51
2885,5,3,Suburb,1998,371575.6856,24
1846,4,3,Rural,1970,204185.6016,52
1116,5,2,Rural,1992,128364.8593,30
2230,4,3,Rural,1953,172249.5926,69
2935,2,2,Rural,2010,281772.7401,12
2720,2,3,Suburb,2016,348237.762,6
2504,4,3,Rural,2014,255577.9024,8
1649,4,2,Rural,1996,123200.1018,26
1402,3,2,Rural,2002,132385.6845,20
1996,4,1,Suburb,1956,261635.3608,66
2858,3,2,Rural,1954,311724.2534,68
2699,4,2,Urban,2005,345707.7821,17
2923,3,2,Rural,1954,390382.5337,68
2610,5,1,Suburb,1979,247491.4909,43
1232,3,1,Rural,2007,140887.7576,15
1928,5,3,Rural,2010,199091.5229,12
2307,3,3,Rural,1959,227542.1426,63
1479,2,1,Rural,1997,115310.8285,25
2912,3,2,Suburb,1972,329635.1634,50
2790,4,1,Suburb,1955,255465.1199,67
1975,5,1,Rural,1976,196767.4256,46
1008,4,1,Rural,2001,37029.3512,21
1714,4,1,Suburb,1983,248086.165,39
2925,2,1,Urban,2001,286596.5749,21
1378,3,3,Rural,1980,178918.0071,42
2840,2,2,Rural,1971,366790.3673,51
2626,3,3,Suburb,1954,345938.9479,68
1380,4,3,Rural,1967,147264.0223,55
1843,3,1,Urban,1970,178106.1411,52
2685,2,3,Urban,2010,283890.2271,12
1359,5,2,Suburb,1994,123863.8779,28
1175,2,2,Urban,2019,181080.5429,3
1484,2,2,Urban,1978,159726.5398,44
2428,2,1,Suburb,1995,217511.1114,27
1032,5,3,Rural,2000,169971.8757,22
2488,4,1,Suburb,1953,290364.1752,69
1695,2,3,Rural,1993,117692.4176,29
1156,2,3,Suburb,1983,157318.4096,39
1564,2,2,Suburb,1993,278072.9228,29
2831,5,3,Suburb,2016,324148.3454,6
1201,5,2,Rural,2007,187065.2835,15
2809,5,1,Rural,2010,380417.3727,12
2198,4,3,Suburb,1959,299147.5427,63
2267,3,3,Urban,1962,173040.2476,60
2292,4,2,Rural,1978,158867.2569,44
1922,4,3,Suburb,2000,258860.4851,22
2469,4,2,Rural,1995,328452.798,27
1073,3,1,Urban,1972,62620.08178,50
1095,2,3,Rural,1972,176127.3508,50
2896,5,1,Suburb,2004,279354.3799,18
1172,4,1,Urban,2004,125853.7185,18
2922,5,2,Urban,2019,296545.7931,3
2429,5,2,Rural,2009,362539.2733,13
1154,5,3,Suburb,1974,87023.17791,48
2206,2,1,Urban,1995,200819.353,27
2346,5,2,Urban,2019,293902.3919,3
1288,5,3,Suburb,1995,120898.7238,27
